Timestamp,VoltageRmsMin,VoltageRmsAvg,VoltageRmsMax,CurrentRmsMin,CurrentRmsAvg,CurrentRmsMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FrequencyMin,FrequencyAvg,FrequencyMax,RowIndex
2023-06-19 12:01:00,195.4,196,196.5,29.933,30.162,30.346,5.858,5.904,5.951,0.134,0.144,0.158,5.868,5.912,5.96,59.973,59.983,59.993,54
2023-06-19 12:02:00,195.4,196,196.6,29.968,30.185,30.334,5.863,5.911,5.954,0.135,0.145,0.158,5.871,5.919,5.962,59.972,59.989,60.018,55
2023-06-19 12:03:00,195.6,196.1,196.6,29.956,30.14,30.323,5.868,5.904,5.947,0.134,0.145,0.158,5.875,5.912,5.955,59.996,60.007,60.021,56
2023-06-19 12:04:00,195.5,196,196.6,29.956,30.151,30.334,5.867,5.905,5.942,0.132,0.144,0.157,5.876,5.913,5.95,59.983,59.998,60.01,57
2023-06-19 12:05:00,195.4,196,196.7,29.956,30.151,30.323,5.863,5.904,5.946,0.132,0.144,0.158,5.872,5.912,5.952,59.978,59.987,60.002,58
2023-06-19 12:06:00,195.5,196.1,196.8,29.933,30.128,30.346,5.867,5.904,5.951,0.134,0.144,0.158,5.874,5.912,5.959,59.981,59.997,60.009,59
2023-06-19 12:07:00,195.8,196.2,196.7,29.945,30.151,30.346,5.863,5.91,5.955,0.133,0.145,0.158,5.871,5.918,5.962,59.978,59.988,60.001,60
2023-06-19 12:08:00,195.6,196.1,196.8,29.968,30.174,30.346,5.869,5.911,5.952,0.135,0.145,0.157,5.877,5.919,5.959,59.975,59.997,60.017,61
2023-06-19 12:09:00,195.8,196.2,196.8,29.91,30.128,30.323,5.865,5.905,5.949,0.135,0.145,0.157,5.874,5.913,5.957,59.982,59.997,60.015,62
2023-06-19 12:10:00,195.7,196.2,196.9,29.91,30.128,30.346,5.864,5.907,5.96,0.137,0.145,0.158,5.873,5.914,5.967,59.976,59.99,60.003,63
2023-06-19 12:11:00,195.5,196.1,196.7,29.945,30.151,30.346,5.867,5.906,5.953,0.136,0.146,0.158,5.876,5.914,5.961,59.976,59.984,59.995,64
2023-06-19 12:12:00,195.6,196,196.7,29.945,30.151,30.346,5.865,5.904,5.948,0.134,0.144,0.157,5.874,5.912,5.954,59.972,59.993,60.012,65
2023-06-19 12:13:00,195.8,196.2,196.8,29.922,30.151,30.357,5.867,5.909,5.955,0.136,0.145,0.158,5.875,5.917,5.963,59.981,59.992,60.01,66
2023-06-19 12:14:00,195.6,196.1,196.7,29.956,30.14,30.323,5.869,5.905,5.944,0.132,0.145,0.158,5.877,5.913,5.952,59.974,59.993,60.012,67
2023-06-19 12:15:00,195.8,196.2,196.7,29.945,30.151,30.346,5.864,5.908,5.954,0.136,0.146,0.158,5.872,5.916,5.962,59.972,59.986,60.001,68
2023-06-19 12:16:00,195.6,196.2,196.8,29.945,30.197,30.369,5.873,5.918,5.959,0.135,0.145,0.158,5.881,5.926,5.967,59.995,60.005,60.015,69
2023-06-19 12:17:00,195.7,196.2,196.8,29.933,30.128,30.357,5.864,5.905,5.958,0.136,0.145,0.158,5.872,5.913,5.966,59.992,60.011,60.032,70
2023-06-19 12:18:00,195.7,196.1,196.7,29.945,30.14,30.334,5.865,5.905,5.947,0.133,0.145,0.158,5.873,5.913,5.954,59.97,59.979,59.994,71
2023-06-19 12:19:00,195.6,196.1,196.6,29.945,30.162,30.334,5.861,5.908,5.953,0.132,0.144,0.157,5.871,5.916,5.959,59.976,59.985,59.996,72
2023-06-19 12:20:00,195.7,196.1,196.7,29.968,30.151,30.346,5.865,5.906,5.945,0.13,0.144,0.157,5.873,5.914,5.953,59.983,60,60.013,73
2023-06-19 12:21:00,195.5,196,196.6,29.968,30.162,30.346,5.872,5.907,5.947,0.133,0.144,0.158,5.881,5.915,5.954,59.985,60.004,60.015,74
2023-06-19 12:22:00,195.3,196,196.6,29.956,30.151,30.323,5.864,5.903,5.943,0.132,0.144,0.158,5.874,5.911,5.951,59.98,59.986,59.992,75
2023-06-19 12:23:00,195.7,196.1,196.6,29.968,30.151,30.334,5.867,5.905,5.945,0.136,0.145,0.156,5.876,5.913,5.953,59.986,60.001,60.017,76
2023-06-19 12:24:00,195.5,196.1,196.6,29.945,30.14,30.357,5.859,5.904,5.953,0.133,0.144,0.158,5.865,5.912,5.961,60.006,60.018,60.031,77
2023-06-19 12:25:00,195.6,196.1,196.7,29.945,30.14,30.334,5.866,5.903,5.948,0.133,0.146,0.158,5.874,5.911,5.955,59.975,59.996,60.022,78
2023-06-19 12:26:00,195.5,196.1,196.8,29.899,30.151,30.346,5.864,5.906,5.953,0.136,0.145,0.157,5.872,5.914,5.96,59.99,60.007,60.021,79
2023-06-19 12:27:00,195.6,196,196.7,29.945,30.151,30.323,5.857,5.903,5.95,0.137,0.145,0.157,5.867,5.91,5.957,59.972,59.986,60.014,80
2023-06-19 12:28:00,195.6,196,196.5,29.945,30.151,30.334,5.862,5.902,5.943,0.137,0.146,0.158,5.872,5.91,5.95,59.979,59.998,60.013,81
2023-06-19 12:29:00,195.5,196,196.5,29.945,30.162,30.334,5.862,5.905,5.945,0.135,0.145,0.157,5.87,5.913,5.952,59.972,59.992,60.012,82
2023-06-19 12:30:00,193.4,195.9,196.5,29.853,30.174,30.414,5.772,5.904,5.957,0.134,0.145,0.157,5.78,5.912,5.966,59.964,59.979,59.988,83
2023-06-19 12:31:00,195.6,196,196.6,29.968,30.151,30.334,5.863,5.903,5.943,0.136,0.145,0.158,5.872,5.911,5.951,59.971,59.982,59.99,84
2023-06-19 12:32:00,195.6,196,196.6,29.945,30.151,30.334,5.865,5.904,5.941,0.136,0.145,0.158,5.872,5.912,5.949,59.969,59.977,59.986,85
2023-06-19 12:33:00,195.6,196.2,196.8,29.933,30.151,30.357,5.863,5.909,5.962,0.135,0.146,0.158,5.871,5.917,5.969,59.964,59.975,59.987,86
2023-06-19 12:34:00,195.8,196.2,196.8,29.922,30.14,30.346,5.862,5.908,5.956,0.136,0.146,0.157,5.87,5.916,5.964,59.958,59.971,59.981,87
2023-06-19 12:35:00,195.6,196,196.5,29.979,30.151,30.334,5.866,5.904,5.943,0.135,0.145,0.157,5.875,5.912,5.951,59.954,59.964,59.975,88
2023-06-19 12:36:00,195.5,196,196.6,29.956,30.151,30.323,5.865,5.903,5.943,0.135,0.145,0.158,5.873,5.911,5.949,59.96,59.974,59.997,89
2023-06-19 12:37:00,195.4,195.9,196.5,29.968,30.162,30.334,5.869,5.904,5.942,0.133,0.144,0.157,5.878,5.912,5.95,59.955,59.971,59.993,90
2023-06-19 12:38:00,195.3,195.9,196.5,29.979,30.174,30.334,5.865,5.903,5.946,0.135,0.145,0.158,5.872,5.912,5.954,59.951,59.958,59.964,91
2023-06-19 12:39:00,195,195.9,196.5,29.956,30.174,30.334,5.864,5.903,5.945,0.132,0.145,0.158,5.872,5.911,5.953,59.952,59.961,59.969,92
2023-06-19 12:40:00,195.2,195.9,196.6,29.979,30.162,30.346,5.866,5.904,5.947,0.135,0.145,0.157,5.875,5.912,5.954,59.958,59.975,59.993,93
2023-06-19 12:41:00,195.3,195.8,196.4,29.979,30.174,30.357,5.862,5.902,5.939,0.135,0.145,0.157,5.869,5.91,5.947,59.955,59.966,59.978,94
2023-06-19 12:42:00,195.4,195.8,196.4,29.979,30.185,30.334,5.866,5.903,5.941,0.135,0.145,0.157,5.874,5.911,5.948,59.956,59.973,59.996,95
2023-06-19 12:43:00,195.5,196,196.6,29.945,30.151,30.346,5.861,5.904,5.945,0.138,0.146,0.159,5.87,5.911,5.952,59.964,59.975,59.992,96
2023-06-19 12:44:00,195.4,195.9,196.5,29.968,30.174,30.346,5.865,5.903,5.94,0.134,0.145,0.158,5.871,5.911,5.949,59.957,59.965,59.979,97
2023-06-19 12:45:00,195.5,195.9,196.4,29.968,30.162,30.323,5.862,5.904,5.937,0.135,0.145,0.157,5.869,5.912,5.945,59.949,59.963,59.98,98
2023-06-19 12:46:00,195.3,195.9,196.4,30.002,30.162,30.357,5.868,5.904,5.941,0.136,0.146,0.158,5.877,5.912,5.949,59.959,59.967,59.976,99
2023-06-19 12:47:00,195.3,195.8,196.3,30.014,30.185,30.334,5.866,5.902,5.94,0.137,0.146,0.158,5.873,5.91,5.948,59.96,59.967,59.976,100
2023-06-19 12:48:00,195.1,195.6,196.1,30.036,30.197,30.346,5.863,5.901,5.935,0.132,0.144,0.157,5.873,5.909,5.945,59.955,59.964,59.974,101
2023-06-19 12:49:00,195.2,197.5,201.4,15.74,22.476,30.346,3.097,4.418,5.937,0.034,0.13,0.156,3.108,4.428,5.944,59.959,59.977,59.989,102
2023-06-19 12:50:00,195.6,196.1,196.7,15.969,16.061,16.164,3.117,3.14,3.162,0.107,0.117,0.129,3.127,3.15,3.171,59.971,59.989,60.008,103
2023-06-19 12:51:00,195.7,196.2,196.8,15.935,16.049,16.141,3.12,3.14,3.162,0.109,0.118,0.131,3.131,3.15,3.173,59.987,60.009,60.029,104
2023-06-19 12:52:00,195.6,196,196.6,15.946,16.049,16.141,3.115,3.137,3.158,0.108,0.118,0.13,3.124,3.148,3.167,59.988,60.003,60.024,105
2023-06-19 12:53:00,195.2,195.9,196.5,15.969,16.061,16.164,3.116,3.139,3.158,0.108,0.117,0.13,3.128,3.149,3.169,59.971,59.99,60.003,106
2023-06-19 12:54:00,195.6,196,196.5,15.98,16.072,16.152,3.122,3.141,3.16,0.109,0.118,0.129,3.132,3.151,3.17,59.994,60.002,60.008,107
2023-06-19 12:55:00,195.3,195.9,196.5,15.958,16.072,16.164,3.119,3.14,3.16,0.108,0.117,0.129,3.128,3.15,3.171,60.001,60.014,60.028,108
2023-06-19 12:56:00,195.5,196,196.7,15.969,16.072,16.164,3.119,3.14,3.161,0.108,0.118,0.131,3.129,3.15,3.172,59.973,59.997,60.019,109
2023-06-19 12:57:00,195.7,196.1,196.6,15.969,16.061,16.152,3.118,3.14,3.16,0.11,0.118,0.13,3.129,3.15,3.17,59.986,59.995,60.006,110
2023-06-19 12:58:00,195.5,196,196.6,15.946,16.061,16.164,3.117,3.139,3.16,0.105,0.116,0.129,3.126,3.149,3.171,59.982,59.992,60.003,111
2023-06-19 12:59:00,195.4,196.1,196.8,15.958,16.049,16.164,3.119,3.139,3.164,0.105,0.117,0.13,3.129,3.149,3.175,59.972,59.981,59.988,112
2023-06-19 13:00:00,195.8,196.2,196.7,15.946,16.049,16.141,3.117,3.139,3.159,0.107,0.117,0.13,3.127,3.149,3.169,59.962,59.976,59.987,113
2023-06-19 13:01:00,195.5,196.2,196.9,15.935,16.038,16.141,3.117,3.139,3.161,0.108,0.117,0.13,3.128,3.149,3.172,59.969,59.983,59.996,114
2023-06-19 13:02:00,195.9,196.4,197.1,15.935,16.038,16.141,3.117,3.14,3.162,0.108,0.118,0.129,3.128,3.15,3.172,59.968,59.982,59.995,115
2023-06-19 13:03:00,196.1,196.5,197.1,15.912,16.015,16.129,3.117,3.139,3.161,0.109,0.118,0.13,3.129,3.149,3.171,59.977,59.991,59.998,116
2023-06-19 13:04:00,196,196.4,196.9,15.946,16.038,16.129,3.118,3.141,3.162,0.109,0.119,0.13,3.129,3.151,3.17,59.975,59.986,60,117
2023-06-19 13:05:00,196,196.5,197,15.912,16.015,16.129,3.115,3.138,3.158,0.108,0.118,0.131,3.126,3.148,3.169,59.986,60.001,60.017,118
2023-06-19 13:06:00,195.8,196.4,196.9,15.946,16.038,16.141,3.117,3.14,3.161,0.105,0.117,0.13,3.128,3.15,3.172,59.988,60.009,60.028,119
2023-06-19 13:07:00,196.2,196.7,197.2,15.923,16.015,16.118,3.118,3.14,3.161,0.108,0.118,0.128,3.129,3.15,3.171,59.995,60.02,60.031,120
2023-06-19 13:08:00,195.9,196.6,197.2,15.912,16.003,16.118,3.116,3.138,3.159,0.107,0.117,0.13,3.128,3.148,3.169,59.996,60.008,60.027,121
2023-06-19 13:09:00,196.2,196.7,197.2,15.935,16.015,16.118,3.119,3.141,3.16,0.109,0.119,0.132,3.131,3.151,3.17,59.979,59.999,60.023,122
2023-06-19 13:10:00,196.1,196.6,197.1,15.912,16.015,16.141,3.117,3.14,3.159,0.109,0.118,0.13,3.126,3.15,3.17,60.006,60.02,60.038,123
2023-06-19 13:11:00,196.1,196.6,197.3,15.912,16.026,16.129,3.121,3.141,3.16,0.108,0.118,0.129,3.132,3.151,3.17,60.001,60.011,60.023,124
2023-06-19 13:12:00,196.3,196.8,197.3,15.9,16.003,16.118,3.118,3.14,3.162,0.107,0.118,0.129,3.13,3.151,3.172,60.003,60.011,60.02,125
2023-06-19 13:13:00,196.2,196.7,197.3,15.889,16.003,16.118,3.118,3.139,3.161,0.106,0.117,0.131,3.129,3.149,3.171,60.006,60.019,60.037,126
2023-06-19 13:14:00,196.2,196.6,197.2,15.923,16.015,16.129,3.12,3.141,3.16,0.108,0.118,0.13,3.132,3.151,3.171,59.989,60.007,60.021,127
2023-06-19 13:15:00,196.2,196.7,197.3,15.889,16.003,16.118,3.116,3.139,3.162,0.106,0.118,0.13,3.126,3.149,3.172,59.984,59.999,60.021,128
2023-06-19 13:16:00,196.3,196.7,197.3,15.912,16.003,16.106,3.12,3.14,3.161,0.108,0.117,0.129,3.132,3.15,3.17,59.975,59.997,60.023,129
2023-06-19 13:17:00,196.3,196.9,197.5,15.9,15.992,16.095,3.12,3.14,3.162,0.108,0.117,0.13,3.131,3.15,3.172,59.997,60.011,60.023,130
2023-06-19 13:18:00,196.1,196.6,197.3,15.9,16.003,16.118,3.117,3.139,3.161,0.106,0.116,0.129,3.126,3.149,3.171,59.986,60.004,60.019,131
2023-06-19 13:19:00,196.2,196.7,197.2,15.9,16.003,16.118,3.118,3.139,3.159,0.108,0.118,0.13,3.128,3.149,3.169,59.985,59.999,60.009,132
2023-06-19 13:20:00,196.2,196.7,197.4,15.9,16.003,16.106,3.12,3.14,3.16,0.107,0.117,0.13,3.13,3.15,3.171,59.98,59.993,60.018,133
2023-06-19 13:21:00,196.3,196.8,197.3,15.9,16.003,16.118,3.116,3.139,3.161,0.109,0.118,0.13,3.128,3.15,3.17,59.98,59.993,60.019,134
2023-06-19 13:22:00,196.5,196.9,197.4,15.9,15.992,16.095,3.122,3.14,3.161,0.108,0.118,0.129,3.132,3.15,3.171,59.984,60.004,60.018,135
2023-06-19 13:23:00,196.4,196.8,197.3,15.889,15.992,16.106,3.116,3.139,3.158,0.109,0.118,0.129,3.126,3.149,3.169,59.968,59.988,60.001,136
2023-06-19 13:24:00,196.1,196.7,197.2,15.9,16.003,16.118,3.119,3.139,3.16,0.108,0.116,0.13,3.128,3.149,3.17,59.964,59.986,60,137
2023-06-19 13:25:00,196.3,196.7,197.3,15.9,15.992,16.118,3.12,3.138,3.16,0.107,0.117,0.128,3.128,3.148,3.172,59.974,59.995,60.005,138
2023-06-19 13:26:00,196,196.6,197.1,15.923,16.015,16.129,3.118,3.139,3.16,0.106,0.117,0.128,3.127,3.15,3.169,59.977,59.985,59.999,139
2023-06-19 13:27:00,196.2,196.7,197.1,15.912,16.003,16.118,3.119,3.139,3.159,0.109,0.118,0.129,3.131,3.149,3.17,59.961,59.975,59.987,140
2023-06-19 13:28:00,196,196.5,197.1,15.923,16.015,16.129,3.119,3.139,3.16,0.109,0.117,0.129,3.129,3.149,3.171,59.961,59.975,60,141
2023-06-19 13:29:00,196.2,196.6,197.2,15.912,16.003,16.106,3.119,3.139,3.159,0.108,0.117,0.128,3.13,3.149,3.169,59.97,59.987,60.005,142
2023-06-19 13:30:00,196.1,196.7,197.3,15.923,16.003,16.106,3.119,3.14,3.16,0.108,0.117,0.129,3.129,3.15,3.17,59.99,59.998,60.01,143
2023-06-19 13:31:00,195.9,196.5,197.2,15.912,16.015,16.141,3.112,3.139,3.162,0.107,0.117,0.128,3.12,3.149,3.171,59.984,59.99,59.996,144
2023-06-19 13:32:00,196,196.6,197.1,15.923,16.015,16.129,3.116,3.139,3.159,0.106,0.117,0.13,3.127,3.149,3.17,59.969,59.98,59.996,145
2023-06-19 13:33:00,196.2,196.7,197.1,15.923,16.003,16.118,3.118,3.139,3.16,0.109,0.118,0.13,3.128,3.149,3.171,59.969,59.98,59.998,146
2023-06-19 13:34:00,195.9,196.5,197.1,15.923,16.015,16.129,3.12,3.139,3.161,0.105,0.116,0.127,3.131,3.149,3.171,59.984,59.991,60,147
2023-06-19 13:35:00,195.7,196.6,197.2,15.923,16.015,16.141,3.117,3.139,3.163,0.104,0.116,0.128,3.127,3.149,3.171,59.965,59.984,59.999,148
2023-06-19 13:36:00,196.2,196.7,197.3,15.9,16.003,16.118,3.118,3.139,3.163,0.104,0.117,0.129,3.128,3.149,3.172,59.972,59.986,60.001,149
2023-06-19 13:37:00,196.4,196.8,197.4,15.889,15.992,16.095,3.115,3.14,3.164,0.107,0.118,0.129,3.126,3.15,3.173,59.98,59.994,60.007,150
2023-06-19 13:38:00,196.3,196.9,197.5,15.889,15.992,16.106,3.119,3.141,3.161,0.109,0.118,0.13,3.129,3.151,3.172,59.985,59.996,60.015,151
2023-06-19 13:39:00,196.4,197,197.5,15.889,15.98,16.095,3.115,3.139,3.162,0.108,0.117,0.129,3.128,3.149,3.173,59.985,60.002,60.015,152
2023-06-19 13:40:00,196.1,196.8,197.4,15.889,15.992,16.095,3.112,3.14,3.162,0.109,0.118,0.129,3.121,3.15,3.172,59.979,59.985,59.998,153
2023-06-19 13:41:00,196.3,196.8,197.3,15.912,15.992,16.118,3.121,3.14,3.161,0.109,0.117,0.128,3.132,3.15,3.172,59.979,59.995,60.014,154
2023-06-19 13:42:00,196.3,196.9,197.5,15.889,15.992,16.095,3.12,3.14,3.161,0.107,0.117,0.129,3.13,3.15,3.172,59.973,59.994,60.014,155
2023-06-19 13:43:00,196.4,196.9,197.4,15.889,15.992,16.095,3.119,3.139,3.16,0.107,0.116,0.127,3.129,3.149,3.168,59.969,59.991,60.011,156
2023-06-19 13:44:00,196.1,197,197.7,15.889,15.992,16.118,3.118,3.14,3.16,0.106,0.117,0.129,3.128,3.15,3.169,59.984,60.001,60.015,157
2023-06-19 13:45:00,196.7,197.1,197.6,15.866,15.969,16.072,3.116,3.139,3.159,0.108,0.117,0.13,3.125,3.149,3.169,59.986,60.002,60.014,158
